id,neighborhood,price,latitude,longitude
360,Highland,$140.00 ,39.76703,-105.00256
590,North Park Hill,$61.00 ,39.75361,-104.91237
592,North Park Hill,$44.00 ,39.75438,-104.91156
1940,Baker,$95.00 ,39.71981,-104.99649
2086,Hale,$76.00 ,39.73996,-104.93173
31503,West Highland,$110.00 ,39.76216,-105.02866
39405,Highland,$111.00 ,39.76588,-105.00545
56185,North Park Hill,$300.00 ,39.75322,-104.93335
59631,Five Points,$179.00 ,39.74947,-104.97611
74125,Capitol Hill,$130.00 ,39.73276,-104.98035
81540,Overland,$75.00 ,39.66787,-104.98969
90307,South Park Hill,$90.00 ,39.74955,-104.93239
98008,Five Points,$70.00 ,39.74927,-104.97482
98014,Five Points,$60.00 ,39.74865,-104.97522
142683,City Park,$125.00 ,39.74145,-104.94845
172196,Washington Park,$411.00 ,39.69688,-104.96232
184529,West Highland,$35.00 ,39.76716,-105.0435
192430,South Park Hill,$32.00 ,39.7416,-104.93613
217996,Highland,$66.00 ,39.75706,-105.01022
236207,Union Station,$235.00 ,39.75475,-105.00533
283162,Union Station,"$3,800.00 ",39.75035,-104.99624
364585,Washington Park West,$205.00 ,39.69859,-104.9813
370209,Baker,$70.00 ,39.71816,-104.9962
477016,City Park West,$55.00 ,39.7413,-104.96934
521072,City Park West,$110.00 ,39.74428,-104.96285
548897,City Park,$60.00 ,39.74065,-104.95846
575758,Five Points,$200.00 ,39.76746,-104.97948
629194,Berkeley,$85.00 ,39.77068,-105.03456
632709,Highland,$129.00 ,39.76659,-105.00957
662390,Platt Park,$65.00 ,39.68304,-104.98302
662431,Washington Park,$109.00 ,39.70418,-104.96721
665622,Highland,$120.00 ,39.76091,-105.01205
676825,Stapleton,$199.00 ,39.75663,-104.88423
678602,Jefferson Park,$98.00 ,39.75146,-105.02246
732845,Five Points,$299.00 ,39.75916,-104.98068
746298,Lowry Field,$55.00 ,39.72345,-104.89731
747085,Highland,$199.00 ,39.76821,-105.00076
756594,South Park Hill,$78.00 ,39.74156,-104.91633
760023,City Park West,$65.00 ,39.74979,-104.96447
761858,South Park Hill,$170.00 ,39.75006,-104.93265
769437,Baker,$75.00 ,39.71661,-104.99618
774712,City Park West,$66.00 ,39.74128,-104.96761
776434,Platt Park,$220.00 ,39.68389,-104.98076
785140,Sunnyside,$57.00 ,39.77989,-105.01581
787456,Congress Park,$74.00 ,39.73433,-104.95666
823343,Washington Park West,$300.00 ,39.70169,-104.98266
833937,Five Points,$125.00 ,39.75525,-104.97745
834896,City Park West,$86.00 ,39.74965,-104.96088
852934,Goldsmith,$74.00 ,39.67548,-104.92997
861993,Sloan Lake,$95.00 ,39.7494,-105.03548
866145,Baker,$65.00 ,39.72515,-104.99727
875596,Barnum,$128.00 ,39.71703,-105.03896
915016,Capitol Hill,$95.00 ,39.73417,-104.97614
921485,Highland,$129.00 ,39.75893,-105.01637
923994,Congress Park,$295.00 ,39.73729,-104.95013
934259,Jefferson Park,$60.00 ,39.75623,-105.01757
937952,Speer,$99.00 ,39.72096,-104.98114
953052,Congress Park,$110.00 ,39.7322,-104.94899
958612,CBD,$95.00 ,39.74531,-104.9961
978943,Mar Lee,$125.00 ,39.68953,-105.0411
1004131,Stapleton,$115.00 ,39.76001,-104.86888
1035821,Five Points,$199.00 ,39.75575,-104.97661
1041934,Berkeley,$215.00 ,39.78185,-105.03972
1042331,Berkeley,$140.00 ,39.78166,-105.03975
1069351,Sunnyside,$85.00 ,39.7738,-105.00937
1074386,Lincoln Park,$175.00 ,39.72771,-104.99788
1082572,Baker,$130.00 ,39.71284,-104.99194
1087609,Capitol Hill,$120.00 ,39.73486,-104.98561
1106479,Five Points,$75.00 ,39.7494,-104.97469
1127235,West Highland,$254.00 ,39.76013,-105.03131
1143676,City Park,$99.00 ,39.74777,-104.95886
1145324,Speer,$48.00 ,39.71302,-104.97512
1153002,Cole,$132.00 ,39.76804,-104.97044
1189999,West Highland,$110.00 ,39.7675,-105.04356
1223593,Cheesman Park,$68.00 ,39.73684,-104.96974
1223612,Cheesman Park,$62.00 ,39.73206,-104.96918
1243170,Cole,$47.00 ,39.76803,-104.96903
1309117,Speer,$51.00 ,39.71245,-104.97529
1309159,Capitol Hill,$199.00 ,39.73429,-104.98352
1313699,University,$275.00 ,39.68363,-104.97227
1327856,Capitol Hill,$228.00 ,39.73371,-104.98164
1363517,Highland,$90.00 ,39.76556,-105.02152
1402409,West Colfax,$235.00 ,39.73845,-105.03883
1451057,Sunnyside,$70.00 ,39.77565,-105.02397
1454673,Congress Park,$102.00 ,39.73439,-104.95807
1456614,University,$62.00 ,39.67392,-104.97212
1488774,Five Points,$175.00 ,39.75759,-104.9793
1557739,Cole,$60.00 ,39.76324,-104.97143
1581384,West Highland,$119.00 ,39.76794,-105.05151
1583103,Speer,$150.00 ,39.71954,-104.98346
1594161,West Colfax,$90.00 ,39.73926,-105.04679
1600633,North Capitol Hill,$96.00 ,39.74537,-104.98472
1619409,West Colfax,$160.00 ,39.73845,-105.04535
1622963,Highland,$150.00 ,39.76579,-105.01655
1629445,Cheesman Park,$94.00 ,39.73559,-104.96109
1637744,South Park Hill,$60.00 ,39.74252,-104.90985
1641476,Sloan Lake,$175.00 ,39.75276,-105.05175
1724186,Cole,$78.00 ,39.76494,-104.97211
1733052,Cheesman Park,$75.00 ,39.73871,-104.97073
1737365,Highland,$129.00 ,39.75878,-105.01353
1785877,Cheesman Park,$56.00 ,39.73705,-104.96834
1792152,Congress Park,$78.00 ,39.73404,-104.94654
1891877,Berkeley,$50.00 ,39.77317,-105.02828
1900638,University,$30.00 ,39.66697,-104.96458
1901266,University,$28.00 ,39.66793,-104.96606
1905596,Berkeley,$125.00 ,39.78125,-105.03799
1911814,Sunnyside,$99.00 ,39.77194,-105.02478
1915301,Sunnyside,$201.00 ,39.7693,-105.01046
1955800,CBD,$225.00 ,39.74505,-104.99459
1959836,Clayton,$39.00 ,39.76493,-104.95783
1959918,Lincoln Park,$125.00 ,39.73648,-105.0008
1966103,Platt Park,$145.00 ,39.67953,-104.98035
1975775,Whittier,$135.00 ,39.76005,-104.96649
2061222,Montclair,$95.00 ,39.73961,-104.91956
2072132,Cole,$75.00 ,39.76425,-104.9712
2104774,City Park West,$65.00 ,39.74153,-104.96733
2119667,Lincoln Park,$166.00 ,39.7341,-105.00069
2139342,Hilltop,$85.00 ,39.72061,-104.91187
2146050,Baker,$90.00 ,39.71627,-104.98914
2175370,University,$29.00 ,39.66636,-104.96569
2216969,Hilltop,$60.00 ,39.72202,-104.91177
2226979,West Colfax,$85.00 ,39.74401,-105.03052
2232323,Country Club,$200.00 ,39.72203,-104.96623
2232930,Speer,$120.00 ,39.71757,-104.98132
2239191,Clayton,$169.00 ,39.76664,-104.95477
2243316,City Park West,$67.00 ,39.74176,-104.96718
2257217,Five Points,$42.00 ,39.75065,-104.97726
2267500,West Highland,$100.00 ,39.76485,-105.03541
2299068,Clayton,$60.00 ,39.76492,-104.94855
2332802,Five Points,$70.00 ,39.75017,-104.97516
2338715,Washington Park West,$51.00 ,39.70624,-104.9816
2359615,CBD,$95.00 ,39.74502,-104.99793
2360382,Villa Park,$72.00 ,39.73447,-105.02558
2361919,Berkeley,$70.00 ,39.78009,-105.03965
2372041,Sunnyside,$195.00 ,39.7758,-105.01271
2386289,West Highland,$150.00 ,39.76631,-105.0336
2413516,Capitol Hill,$85.00 ,39.7314,-104.98195
2441525,Berkeley,$125.00 ,39.77026,-105.0377
2466830,Cory - Merrill,$300.00 ,39.68889,-104.95642
2467260,City Park,$88.00 ,39.74322,-104.95004
2487185,Athmar Park,$199.00 ,39.70434,-105.0102
2599115,Stapleton,$187.00 ,39.75642,-104.85848
2653512,Highland,$139.00 ,39.76336,-105.01881
2723629,Five Points,$70.00 ,39.75436,-104.98299
2817786,Five Points,$74.00 ,39.74744,-104.97724
2822651,Washington Virginia Vale,$120.00 ,39.70044,-104.93019
2827887,Highland,$150.00 ,39.76647,-105.00288
2875696,Windsor,$75.00 ,39.70726,-104.89081
2908978,Congress Park,$78.00 ,39.73261,-104.94861
2915068,Washington Park West,$170.00 ,39.69452,-104.97672
2942068,Highland,$106.00 ,39.76661,-105.00212
2953770,CBD,$225.00 ,39.74368,-104.99673
2957097,Athmar Park,$199.00 ,39.70519,-105.0113
2968873,North Capitol Hill,$159.00 ,39.74559,-104.98726
2978155,Capitol Hill,$147.00 ,39.73182,-104.97872
2998222,Gateway - Green Valley Ranch,$245.00 ,39.78091,-104.74517
3095906,Indian Creek,$43.00 ,39.6878,-104.90344
3115132,Sunnyside,$149.00 ,39.77155,-105.01009
3138055,Capitol Hill,$160.00 ,39.73078,-104.97818
3150813,Cole,$475.00 ,39.76931,-104.96503
3183154,Highland,$80.00 ,39.76691,-105.00186
3196917,University,$56.00 ,39.66933,-104.96231
3217063,Lincoln Park,$131.00 ,39.73054,-104.99699
3231657,Union Station,$190.00 ,39.75232,-104.99802
3280195,Congress Park,$328.00 ,39.73649,-104.94604
3338717,Rosedale,$90.00 ,39.67525,-104.97746
3341556,City Park West,$55.00 ,39.74999,-104.9725
3349024,Cole,$125.00 ,39.76434,-104.96031
3395085,Sunnyside,$60.00 ,39.78329,-105.02359
3404692,Whittier,$140.00 ,39.75797,-104.96679
3410364,City Park West,$75.00 ,39.74602,-104.96404
3412478,Sunnyside,$65.00 ,39.77267,-105.00203
3424315,Country Club,$50.00 ,39.72068,-104.97175
3425065,Capitol Hill,$53.00 ,39.72787,-104.98006
3425074,Capitol Hill,$54.00 ,39.72795,-104.9789
3458369,West Highland,$105.00 ,39.76145,-105.03694
3463164,Fort Logan,$75.00 ,39.64279,-105.06523
3479122,Five Points,$114.00 ,39.75332,-104.98809
3487191,Baker,$125.00 ,39.72333,-104.98989
3495498,Sunnyside,$156.00 ,39.77076,-105.02362
3541671,Congress Park,$65.00 ,39.73671,-104.95601
3561443,Sunnyside,$389.00 ,39.77108,-105.02106
3562277,University,$50.00 ,39.66446,-104.96821
3593366,Congress Park,$70.00 ,39.73421,-104.95554
3605358,Capitol Hill,$115.00 ,39.73311,-104.98062
3637265,Washington Park West,$55.00 ,39.70482,-104.98204
3645091,Sunnyside,$50.00 ,39.77532,-105.01852
3685552,City Park,$80.00 ,39.74058,-104.95857
3686629,Five Points,$85.00 ,39.76305,-104.97529
3742687,Stapleton,$52.00 ,39.75778,-104.89102
3757586,Athmar Park,$55.00 ,39.69929,-105.01179
3760606,Highland,$104.00 ,39.76848,-105.01791
3791631,Athmar Park,$250.00 ,39.70959,-105.00441
3800588,Bear Valley,$65.00 ,39.66564,-105.06181
3803232,University Park,$50.00 ,39.6689,-104.95245
3810191,Berkeley,$102.00 ,39.77351,-105.02838
3828739,Union Station,$750.00 ,39.75368,-104.99825
3829793,North Capitol Hill,$100.00 ,39.74523,-104.97887
3882739,Speer,$119.00 ,39.72149,-104.98646
3883045,University,$129.00 ,39.67368,-104.97218
3917345,Lincoln Park,$42.00 ,39.7268,-105.00168
3939645,Cole,$40.00 ,39.76993,-104.96901
3960763,Platt Park,$120.00 ,39.68912,-104.98684
3961440,Sunnyside,$108.00 ,39.77277,-105.00998
3968613,Sunnyside,$58.00 ,39.7731,-105.00997
3972450,Five Points,$144.00 ,39.75399,-104.98194
3979810,University Park,$120.00 ,39.68363,-104.95239
3992452,Baker,$298.00 ,39.72191,-104.99879
3992779,Capitol Hill,$120.00 ,39.73072,-104.9747
4014106,Capitol Hill,$65.00 ,39.73743,-104.97468
4014983,Skyland,$89.00 ,39.75484,-104.95683
4051568,Highland,$210.00 ,39.76778,-105.0167
4052272,Skyland,$95.00 ,39.76048,-104.94952
4067759,Sunnyside,$41.00 ,39.7715,-105.01126
4077803,Sunnyside,$288.00 ,39.7706,-105.01995
4080404,Skyland,$120.00 ,39.75501,-104.9551
4106247,Highland,$89.00 ,39.76204,-105.01455
4121643,Windsor,$41.00 ,39.70849,-104.89129
4121807,Platt Park,$69.00 ,39.69032,-104.9873
4137490,CBD,$190.00 ,39.74351,-104.99483
4145663,West Highland,$145.00 ,39.76438,-105.03379
4150242,Whittier,$100.00 ,39.75623,-104.97159
4180622,Berkeley,$119.00 ,39.77667,-105.0463
4191778,Baker,$96.00 ,39.71912,-104.99536
4211844,Sunnyside,$160.00 ,39.77162,-105.01114
4219371,Baker,$500.00 ,39.71803,-104.99136
4227772,Whittier,$135.00 ,39.76002,-104.97271
4236002,North Park Hill,$79.00 ,39.75194,-104.91991
4241536,West Highland,$100.00 ,39.76346,-105.0311
4248060,Berkeley,$99.00 ,39.77697,-105.05239
4263504,Whittier,$289.00 ,39.75286,-104.96613
4263661,Whittier,$60.00 ,39.75422,-104.96464
4263714,Whittier,$60.00 ,39.7534,-104.96498
4267851,North Park Hill,$250.00 ,39.75107,-104.93362
4284131,City Park West,$110.00 ,39.74619,-104.96732
4288813,Five Points,$175.00 ,39.75708,-104.98178
4294257,Congress Park,$95.00 ,39.73899,-104.94858
4294398,Gateway - Green Valley Ranch,$550.00 ,39.79083,-104.74548
4297028,Highland,$160.00 ,39.76692,-105.01036
4339474,Cheesman Park,$75.00 ,39.73089,-104.97185
4344095,Five Points,$99.00 ,39.75391,-104.98491
4383018,Congress Park,$125.00 ,39.73725,-104.94448
4384783,Hale,$78.00 ,39.731,-104.93324
4388297,Capitol Hill,$55.00 ,39.73933,-104.98208
4427385,Speer,$100.00 ,39.72665,-104.98287
4471201,Berkeley,$150.00 ,39.78027,-105.03804
4504068,South Park Hill,$85.00 ,39.75096,-104.92659
4540903,Skyland,$111.00 ,39.75983,-104.9585
4545539,Baker,$125.00 ,39.71806,-104.99032
4556950,CBD,$75.00 ,39.74573,-104.99661
4573687,City Park West,$116.00 ,39.74123,-104.9641
4574082,Hilltop,$169.00 ,39.72327,-104.90365
4581251,Capitol Hill,$78.00 ,39.73488,-104.97642
4604416,North Capitol Hill,$99.00 ,39.74317,-104.97397
4637460,Five Points,$150.00 ,39.75553,-104.98156
4638352,Berkeley,$68.00 ,39.77037,-105.04803
4671545,City Park West,$60.00 ,39.74286,-104.96706
4671735,Five Points,$144.00 ,39.74761,-104.98004
4692525,Cheesman Park,$70.00 ,39.738,-104.96593
4718459,Speer,$90.00 ,39.71858,-104.98438
4719119,West Highland,$67.00 ,39.75956,-105.03852
4727890,Lincoln Park,$130.00 ,39.72575,-104.99753
4744179,Whittier,$120.00 ,39.75517,-104.97218
4753876,Five Points,$150.00 ,39.75663,-104.98482
4758581,South Park Hill,$400.00 ,39.75051,-104.91251
4766503,Bear Valley,$70.00 ,39.65697,-105.06602
4775222,Five Points,$159.00 ,39.7643,-104.9781
4817072,Highland,$119.00 ,39.76098,-105.01192
4862881,Baker,$115.00 ,39.72089,-104.99251
4895802,Highland,$221.00 ,39.7573,-105.00912
4896381,Speer,$90.00 ,39.72701,-104.98116
4909321,Clayton,$42.00 ,39.76703,-104.95344
4925740,Sloan Lake,$75.00 ,39.75741,-105.03048
4951295,City Park West,$69.00 ,39.74099,-104.96095
4964614,Capitol Hill,$96.00 ,39.7353,-104.98083
4978830,Harvey Park,$280.00 ,39.67529,-105.05483
4992412,Highland,$73.00 ,39.76634,-105.00392
5010213,Union Station,$140.00 ,39.75377,-105.00394
5048001,South Park Hill,$85.00 ,39.74326,-104.9323
5070640,West Highland,$90.00 ,39.7635,-105.03478
5103586,Highland,$145.00 ,39.76345,-105.0092
5141965,Whittier,$125.00 ,39.76005,-104.96651
5184333,Capitol Hill,$118.00 ,39.73485,-104.98173
5229866,Ruby Hill,$49.00 ,39.68905,-105.01884
5302550,Congress Park,$44.00 ,39.73149,-104.95278
5319847,Congress Park,$60.00 ,39.7389,-104.9528
5334219,Highland,$185.00 ,39.76121,-105.01732
5343759,Congress Park,$33.00 ,39.73601,-104.94407
5347637,Hale,$59.00 ,39.73117,-104.92342
5351873,Stapleton,$60.00 ,39.75995,-104.89295
5379218,Hampden South,$50.00 ,39.64861,-104.88696
5394822,Clayton,$135.00 ,39.76772,-104.94894
5396713,Cole,$78.00 ,39.76604,-104.96056
5402378,Skyland,$119.00 ,39.75891,-104.95351
5411318,Capitol Hill,$125.00 ,39.73508,-104.9849
5433111,City Park West,$125.00 ,39.74152,-104.96693
5491785,Civic Center,$175.00 ,39.73182,-104.99177
5500958,Five Points,$150.00 ,39.75423,-104.98425
5508545,Montclair,$75.00 ,39.73849,-104.9181
5508840,Stapleton,$350.00 ,39.75179,-104.88419
5521140,Congress Park,$70.00 ,39.73349,-104.95414
5531293,Berkeley,$115.00 ,39.78121,-105.03774
5558992,Lincoln Park,$71.00 ,39.7302,-104.99654
5604348,Speer,$99.00 ,39.71407,-104.98527
5619534,Cole,$91.00 ,39.76244,-104.96722
5630819,University Park,$224.00 ,39.67801,-104.9499
5649152,Congress Park,$98.00 ,39.73572,-104.95532
5671300,Five Points,$175.00 ,39.75147,-104.97526
5682860,University,$60.00 ,39.67738,-104.96576
5696654,Cheesman Park,$120.00 ,39.73506,-104.96992
5746214,South Park Hill,$60.00 ,39.7481,-104.91445
5792083,Lincoln Park,$89.00 ,39.73334,-105.0015
5794938,North Capitol Hill,$109.00 ,39.7451,-104.98035
5814645,Speer,$199.00 ,39.72249,-104.97682
5820304,Cheesman Park,$47.00 ,39.73776,-104.97254
5825579,Union Station,$125.00 ,39.75561,-105.00183
5862429,North Capitol Hill,$99.00 ,39.74247,-104.97503
5956309,Whittier,$60.00 ,39.7522,-104.96669
5966633,Speer,$65.00 ,39.71342,-104.97507
5967830,Sloan Lake,$80.00 ,39.74943,-105.03582
5968656,West Highland,$725.00 ,39.7629,-105.02833
5990927,Five Points,$79.00 ,39.75056,-104.98275
6017776,Northeast Park Hill,$65.00 ,39.76346,-104.93219
6044888,Harvey Park South,$45.00 ,39.66206,-105.04865
6051958,West Colfax,$78.00 ,39.7376,-105.04867
6108231,Washington Virginia Vale,$299.00 ,39.70113,-104.9214
6141491,Washington Virginia Vale,$199.00 ,39.69981,-104.92453
6156061,Highland,$499.00 ,39.76626,-105.00299
6181716,Capitol Hill,$150.00 ,39.73173,-104.98025
6185753,Capitol Hill,$90.00 ,39.72826,-104.9731
6187302,Capitol Hill,$365.00 ,39.73598,-104.97844
6226492,North Capitol Hill,$100.00 ,39.74379,-104.98027
6288460,Platt Park,$300.00 ,39.68368,-104.98246
6300806,Cole,$50.00 ,39.76366,-104.96088
6333040,Five Points,$135.00 ,39.7595,-104.97394
6348993,Sunnyside,$51.00 ,39.77045,-105.01365
6349335,Regis,$169.00 ,39.78396,-105.03662
6355337,College View - South Platte,$200.00 ,39.66367,-105.01926
6357426,CBD,$149.00 ,39.74555,-104.99766
6370140,Highland,$250.00 ,39.76869,-105.00535
6373869,Capitol Hill,$85.00 ,39.73503,-104.98312
6374807,Capitol Hill,$259.00 ,39.73541,-104.98195
6410804,Washington Virginia Vale,$65.00 ,39.7066,-104.92442
6436594,Capitol Hill,$90.00 ,39.73465,-104.97783
6445171,Berkeley,$31.00 ,39.77063,-105.03706
6465896,Skyland,$210.00 ,39.76103,-104.95854
6471872,West Highland,$375.00 ,39.7601,-105.03479
6488535,Speer,$99.00 ,39.71514,-104.98667
6515185,Five Points,$120.00 ,39.75663,-104.98613
6516553,University Park,$45.00 ,39.67599,-104.94239
6538482,West Highland,$110.00 ,39.76298,-105.0288
6574455,Hilltop,$129.00 ,39.71753,-104.93504
6578731,Gateway - Green Valley Ranch,$37.00 ,39.77963,-104.75174
6623325,Hilltop,$129.00 ,39.71814,-104.93525
6627279,Clayton,$229.00 ,39.76748,-104.94368
6671563,Highland,$100.00 ,39.7687,-105.00222
6678066,Five Points,$197.00 ,39.74892,-104.97725
6679978,Country Club,$100.00 ,39.7284,-104.97078
6704642,Whittier,$79.00 ,39.76164,-104.97106
6730800,Baker,$150.00 ,39.7181,-104.98886
6799923,Sunnyside,$149.00 ,39.77002,-105.01373
6834383,Speer,$90.00 ,39.71569,-104.97617
6846954,Five Points,$263.00 ,39.75993,-104.98574
6854536,Regis,$125.00 ,39.78649,-105.03976
6866385,Washington Park West,$79.00 ,39.70165,-104.97471
6869189,Jefferson Park,$500.00 ,39.74854,-105.02173
6869896,City Park,$195.00 ,39.74227,-104.94838
6883917,Barnum,$60.00 ,39.71935,-105.0365
6891514,Sunnyside,$58.00 ,39.7796,-105.01996
6894767,Chaffee Park,$145.00 ,39.78744,-105.00763
6913874,Speer,$80.00 ,39.71731,-104.97738
6921688,Berkeley,$150.00 ,39.77424,-105.0442
6925791,Five Points,$85.00 ,39.75062,-104.98273
6954236,Stapleton,$199.00 ,39.75539,-104.85648
6992328,Whittier,$115.00 ,39.75983,-104.96377
7047991,Cheesman Park,$35.00 ,39.73036,-104.9692
7070662,Congress Park,$450.00 ,39.73976,-104.95784
7070674,Rosedale,$169.00 ,39.67057,-104.98604
7071425,Rosedale,$115.00 ,39.66991,-104.98604
7091323,Washington Virginia Vale,$140.00 ,39.71055,-104.91478
7095414,Lowry Field,$40.00 ,39.72162,-104.89985
7116284,South Park Hill,$50.00 ,39.74236,-104.91042
7131495,Cheesman Park,$39.00 ,39.7308,-104.9704
7133070,Jefferson Park,$115.00 ,39.74824,-105.02133
7149390,South Park Hill,$50.00 ,39.74353,-104.91097
7181062,West Highland,$95.00 ,39.7626,-105.04135
7195389,Cheesman Park,$120.00 ,39.73223,-104.97247
7199544,University Park,$106.00 ,39.67911,-104.94945
7203437,Speer,$145.00 ,39.7124,-104.97808
7205120,North Capitol Hill,$185.00 ,39.74256,-104.97765
7238579,Barnum West,$75.00 ,39.71547,-105.04852
7247567,Montclair,$65.00 ,39.73808,-104.92099
7288914,Five Points,$150.00 ,39.75415,-104.97627
7305805,Hilltop,$60.00 ,39.72129,-104.91326
7336200,Congress Park,$100.00 ,39.73214,-104.94185
7348580,Speer,$105.00 ,39.71883,-104.98445
7349270,North Park Hill,$160.00 ,39.75311,-104.91606
7350249,Cherry Creek,$115.00 ,39.71748,-104.94266
7359292,CBD,$100.00 ,39.74516,-104.99786
7359477,Sloan Lake,$105.00 ,39.75183,-105.02758
7475742,Union Station,$295.00 ,39.75106,-105.00011
7479013,Sloan Lake,$190.00 ,39.75535,-105.03431
7481785,City Park West,$59.00 ,39.7477,-104.96067
7497461,Highland,$65.00 ,39.75855,-105.01221
7510774,Chaffee Park,$209.00 ,39.78543,-105.01365
7515713,Highland,$499.00 ,39.76671,-105.00681
7557038,North Capitol Hill,$115.00 ,39.74477,-104.97612
7562368,Highland,$199.00 ,39.76114,-105.00817
7562963,Congress Park,$116.00 ,39.73412,-104.95372
7577128,Five Points,$151.00 ,39.76314,-104.97355
7584529,Cole,$79.00 ,39.76714,-104.95976
7592378,City Park West,$129.00 ,39.74848,-104.97019
7594762,Highland,$275.00 ,39.76629,-105.00892
7600940,Highland,$550.00 ,39.76919,-105.02003
7603546,Union Station,$76.00 ,39.75108,-104.99622
7637902,Chaffee Park,$110.00 ,39.79003,-105.02103
7651907,Highland,$126.00 ,39.76171,-105.02037
7660810,Cheesman Park,$215.00 ,39.73461,-104.9613
7663335,North Capitol Hill,$99.00 ,39.74012,-104.98369
7744402,Highland,$175.00 ,39.7644,-105.01847
7763814,Five Points,$150.00 ,39.75789,-104.97391
7780920,Goldsmith,$51.00 ,39.66897,-104.91663
7790834,Sunnyside,$100.00 ,39.76939,-105.00212
7804277,Highland,$222.00 ,39.76924,-105.01527
7817254,Cole,$79.00 ,39.76941,-104.96592
7819520,Sloan Lake,$165.00 ,39.75475,-105.04872
7826191,Five Points,$400.00 ,39.76585,-104.97613
7843605,Capitol Hill,$105.00 ,39.73763,-104.97506
7859145,Berkeley,$115.00 ,39.77937,-105.04932
7882412,Berkeley,$125.00 ,39.77967,-105.03959
7899712,Baker,$89.00 ,39.72269,-104.99522
7912052,Hampden,$49.00 ,39.66107,-104.89098
7919653,City Park West,$599.00 ,39.74979,-104.97189
7931953,Highland,$139.00 ,39.75985,-105.01684
7948813,Sloan Lake,$98.00 ,39.75596,-105.03952
7978362,Capitol Hill,$114.00 ,39.72975,-104.98163
8051878,Capitol Hill,$95.00 ,39.73215,-104.97579
8066392,Platt Park,$234.00 ,39.69475,-104.98092
8071897,Whittier,$99.00 ,39.75185,-104.96974
8072679,University,$65.00 ,39.67376,-104.96594
8084258,South Park Hill,$69.00 ,39.74095,-104.93941
8117043,Rosedale,$159.00 ,39.67042,-104.98438
8142588,Sloan Lake,$59.00 ,39.75442,-105.03404
8166027,Country Club,$141.00 ,39.72838,-104.9677
8183443,Union Station,$168.00 ,39.75142,-104.99529
8207106,Union Station,$120.00 ,39.75431,-105.00608
8211278,Civic Center,$199.00 ,39.73225,-104.98892
8213634,Highland,$100.00 ,39.76465,-105.02155
8221469,Capitol Hill,$69.00 ,39.73114,-104.98069
8226466,Highland,$100.00 ,39.7584,-105.01601
8248031,South Park Hill,$95.00 ,39.74606,-104.92298
8267327,Gateway - Green Valley Ranch,$65.00 ,39.7809,-104.7551
8271792,Baker,$98.00 ,39.72061,-104.99437
8338364,Cheesman Park,$95.00 ,39.73501,-104.97173
8352843,Speer,$125.00 ,39.7142,-104.98695
8356699,Capitol Hill,$100.00 ,39.72927,-104.97457
8366762,Capitol Hill,$110.00 ,39.73963,-104.97987
8372001,Highland,$68.00 ,39.76925,-105.01645
8390543,Capitol Hill,$125.00 ,39.73541,-104.97824
8410937,Barnum West,$37.00 ,39.71972,-105.0519
8411050,Barnum West,$35.00 ,39.72008,-105.05228
8420315,Bear Valley,$35.00 ,39.665,-105.06226
8427693,Sunnyside,$49.00 ,39.77408,-105.01205
8444190,Speer,$165.00 ,39.72295,-104.98606
8452767,Sloan Lake,$179.00 ,39.74982,-105.02821
8474753,West Highland,$60.00 ,39.76343,-105.04005
8482535,Hampden South,$350.00 ,39.6368,-104.88621
8487877,Jefferson Park,$100.00 ,39.75324,-105.02314
8520978,Lincoln Park,$154.00 ,39.72908,-105.00118
8541446,Berkeley,$75.00 ,39.77214,-105.03283
8555795,Lincoln Park,$60.00 ,39.72885,-105.00116
8556263,Highland,$79.00 ,39.76307,-105.00704
8566977,Washington Park West,$130.00 ,39.70913,-104.98061
8596825,Gateway - Green Valley Ranch,$70.00 ,39.78845,-104.74144
8606580,Whittier,$80.00 ,39.75304,-104.96218
8623055,Sloan Lake,$199.00 ,39.75229,-105.03664
8627368,Congress Park,$38.00 ,39.73471,-104.94383
8632521,Highland,$100.00 ,39.75493,-105.00866
8649742,CBD,$93.00 ,39.74734,-104.99645
8650761,Speer,$225.00 ,39.71349,-104.9856
8671797,Whittier,$125.00 ,39.75254,-104.96984
8680784,Whittier,$135.00 ,39.76102,-104.96816
8686305,Stapleton,$60.00 ,39.75924,-104.88371
8718728,Northeast Park Hill,$40.00 ,39.76432,-104.93186
8721578,North Park Hill,$65.00 ,39.75668,-104.90582
8732215,Congress Park,$575.00 ,39.72813,-104.94892
8739814,Jefferson Park,$145.00 ,39.75361,-105.02094
8741171,Southmoor Park,$75.00 ,39.63086,-104.91105
8752443,Speer,$80.00 ,39.72681,-104.97865
8760285,Sunnyside,$195.00 ,39.77315,-105.00719
8797683,Sloan Lake,$180.00 ,39.74737,-105.03742
8800911,Speer,$199.00 ,39.72622,-104.98235
8829680,Lincoln Park,$139.00 ,39.73493,-104.9992
8835660,Gateway - Green Valley Ranch,$120.00 ,39.79423,-104.74629
8846043,City Park West,$50.00 ,39.74766,-104.96065
8846169,City Park West,$47.00 ,39.74755,-104.96125
8860548,Capitol Hill,$150.00 ,39.73377,-104.98411
8878393,Whittier,$100.00 ,39.75377,-104.96105
8884899,Capitol Hill,$92.00 ,39.73469,-104.9872
8900843,Baker,$79.00 ,39.72017,-104.99743
8941796,Sloan Lake,$71.00 ,39.7509,-105.02912
8951180,Sloan Lake,$175.00 ,39.75321,-105.02996
8954951,Five Points,$199.00 ,39.76574,-104.97466
